지역명,규모구분,연도,월,분양가격(제곱미터),제곱미터당분양가격,평당분양가격,전용면적
경남,전용면적 60제곱미터이하,2016,1,2270,2270.0,7491.0,60
경남,전용면적 60제곱미터초과 85제곱미터이하,2016,1,2348,2348.0,7748.4,60~85
경남,전용면적 85제곱미터초과 102제곱미터이하,2016,1,2925,2925.0,9652.5,85~102
경남,전용면적 102제곱미터초과,2016,1,2828,2828.0,9332.4,102~
제주,모든면적,2016,1,"2,268",2268.0,7484.4,모든면적
제주,전용면적 60제곱미터이하,2016,1,  ,,,60
제주,전용면적 60제곱미터초과 85제곱미터이하,2016,1,2260,2260.0,7458.0,60~85
제주,전용면적 85제곱미터초과 102제곱미터이하,2016,1,2583,2583.0,8523.9,85~102
제주,전용면적 102제곱미터초과,2016,1,2574,2574.0,8494.199999999999,102~
서울,모든면적,2016,2,"6,111",6111.0,20166.3,모든면적
서울,전용면적 60제곱미터이하,2016,2,6438,6438.0,21245.399999999998,60
서울,전용면적 60제곱미터초과 85제곱미터이하,2016,2,6039,6039.0,19928.7,60~85
서울,전용면적 85제곱미터초과 102제곱미터이하,2016,2,6513,6513.0,21492.899999999998,85~102
서울,전용면적 102제곱미터초과,2016,2,6458,6458.0,21311.399999999998,102~
인천,모든면적,2016,2,"3,192",3192.0,10533.599999999999,모든면적
인천,전용면적 60제곱미터이하,2016,2,3328,3328.0,10982.4,60
인천,전용면적 60제곱미터초과 85제곱미터이하,2016,2,3112,3112.0,10269.599999999999,60~85
인천,전용면적 85제곱미터초과 102제곱미터이하,2016,2,3545,3545.0,11698.5,85~102
인천,전용면적 102제곱미터초과,2016,2,3408,3408.0,11246.4,102~
경기,모든면적,2016,2,"3,219",3219.0,10622.699999999999,모든면적
경기,전용면적 60제곱미터이하,2016,2,3294,3294.0,10870.199999999999,60
경기,전용면적 60제곱미터초과 85제곱미터이하,2016,2,3268,3268.0,10784.4,60~85
경기,전용면적 85제곱미터초과 102제곱미터이하,2016,2,3381,3381.0,11157.3,85~102
경기,전용면적 102제곱미터초과,2016,2,3669,3669.0,12107.699999999999,102~
부산,모든면적,2016,2,"3,154",3154.0,10408.199999999999,모든면적
부산,전용면적 60제곱미터이하,2016,2,2999,2999.0,9896.699999999999,60
부산,전용면적 60제곱미터초과 85제곱미터이하,2016,2,3060,3060.0,10098.0,60~85
부산,전용면적 85제곱미터초과 102제곱미터이하,2016,2,2957,2957.0,9758.1,85~102
부산,전용면적 102제곱미터초과,2016,2,3812,3812.0,12579.599999999999,102~
대구,모든면적,2016,2,"3,064",3064.0,10111.199999999999,모든면적
대구,전용면적 60제곱미터이하,2016,2,3341,3341.0,11025.3,60
대구,전용면적 60제곱미터초과 85제곱미터이하,2016,2,3079,3079.0,10160.699999999999,60~85
대구,전용면적 85제곱미터초과 102제곱미터이하,2016,2,2532,2532.0,8355.6,85~102
대구,전용면적 102제곱미터초과,2016,2,2743,2743.0,9051.9,102~
광주,모든면적,2016,2,"2,569",2569.0,8477.699999999999,모든면적
광주,전용면적 60제곱미터이하,2016,2,2395,2395.0,7903.5,60
광주,전용면적 60제곱미터초과 85제곱미터이하,2016,2,2582,2582.0,8520.6,60~85
광주,전용면적 85제곱미터초과 102제곱미터이하,2016,2,,,,85~102
광주,전용면적 102제곱미터초과,2016,2,,,,102~
대전,모든면적,2016,2,"2,454",2454.0,8098.2,모든면적
대전,전용면적 60제곱미터이하,2016,2,2585,2585.0,8530.5,60
대전,전용면적 60제곱미터초과 85제곱미터이하,2016,2,2428,2428.0,8012.4,60~85
대전,전용면적 85제곱미터초과 102제곱미터이하,2016,2,2461,2461.0,8121.299999999999,85~102
대전,전용면적 102제곱미터초과,2016,2,,,,102~
울산,모든면적,2016,2,"3,046",3046.0,10051.8,모든면적
울산,전용면적 60제곱미터이하,2016,2,2584,2584.0,8527.199999999999,60
울산,전용면적 60제곱미터초과 85제곱미터이하,2016,2,3053,3053.0,10074.9,60~85
울산,전용면적 85제곱미터초과 102제곱미터이하,2016,2,2663,2663.0,8787.9,85~102
울산,전용면적 102제곱미터초과,2016,2,2874,2874.0,9484.199999999999,102~
세종,모든면적,2016,2,"2,665",2665.0,8794.5,모든면적
세종,전용면적 60제곱미터이하,2016,2,2601,2601.0,8583.3,60
세종,전용면적 60제곱미터초과 85제곱미터이하,2016,2,2676,2676.0,8830.8,60~85
세종,전용면적 85제곱미터초과 102제곱미터이하,2016,2,2661,2661.0,8781.3,85~102
세종,전용면적 102제곱미터초과,2016,2,2752,2752.0,9081.6,102~
강원,모든면적,2016,2,"2,173",2173.0,7170.9,모든면적
강원,전용면적 60제곱미터이하,2016,2,2290,2290.0,7557.0,60
강원,전용면적 60제곱미터초과 85제곱미터이하,2016,2,2200,2200.0,7260.0,60~85
강원,전용면적 85제곱미터초과 102제곱미터이하,2016,2,,,,85~102
강원,전용면적 102제곱미터초과,2016,2,2350,2350.0,7755.0,102~
충북,모든면적,2016,2,"2,008",2008.0,6626.4,모든면적
충북,전용면적 60제곱미터이하,2016,2,1952,1952.0,6441.599999999999,60
충북,전용면적 60제곱미터초과 85제곱미터이하,2016,2,2021,2021.0,6669.299999999999,60~85
충북,전용면적 85제곱미터초과 102제곱미터이하,2016,2,2276,2276.0,7510.799999999999,85~102
충북,전용면적 102제곱미터초과,2016,2,2261,2261.0,7461.299999999999,102~
충남,모든면적,2016,2,"2,272",2272.0,7497.599999999999,모든면적
충남,전용면적 60제곱미터이하,2016,2,2496,2496.0,8236.8,60
충남,전용면적 60제곱미터초과 85제곱미터이하,2016,2,2282,2282.0,7530.599999999999,60~85
충남,전용면적 85제곱미터초과 102제곱미터이하,2016,2,2541,2541.0,8385.3,85~102
충남,전용면적 102제곱미터초과,2016,2,2444,2444.0,8065.2,102~
전북,모든면적,2016,2,"1,980",1980.0,6534.0,모든면적
전북,전용면적 60제곱미터이하,2016,2,1908,1908.0,6296.4,60
전북,전용면적 60제곱미터초과 85제곱미터이하,2016,2,1987,1987.0,6557.099999999999,60~85
전북,전용면적 85제곱미터초과 102제곱미터이하,2016,2,2377,2377.0,7844.099999999999,85~102
전북,전용면적 102제곱미터초과,2016,2,2283,2283.0,7533.9,102~
전남,모든면적,2016,2,"1,923",1923.0,6345.9,모든면적
전남,전용면적 60제곱미터이하,2016,2,1999,1999.0,6596.7,60
전남,전용면적 60제곱미터초과 85제곱미터이하,2016,2,1921,1921.0,6339.299999999999,60~85
전남,전용면적 85제곱미터초과 102제곱미터이하,2016,2,2262,2262.0,7464.599999999999,85~102
전남,전용면적 102제곱미터초과,2016,2,2176,2176.0,7180.799999999999,102~
경북,모든면적,2016,2,"2,179",2179.0,7190.7,모든면적
경북,전용면적 60제곱미터이하,2016,2,2172,2172.0,7167.599999999999,60
경북,전용면적 60제곱미터초과 85제곱미터이하,2016,2,2191,2191.0,7230.299999999999,60~85
경북,전용면적 85제곱미터초과 102제곱미터이하,2016,2,2532,2532.0,8355.6,85~102
경북,전용면적 102제곱미터초과,2016,2,2346,2346.0,7741.799999999999,102~
경남,모든면적,2016,2,"2,358",2358.0,7781.4,모든면적
경남,전용면적 60제곱미터이하,2016,2,2361,2361.0,7791.299999999999,60
경남,전용면적 60제곱미터초과 85제곱미터이하,2016,2,2375,2375.0,7837.5,60~85
경남,전용면적 85제곱미터초과 102제곱미터이하,2016,2,2925,2925.0,9652.5,85~102
경남,전용면적 102제곱미터초과,2016,2,2673,2673.0,8820.9,102~
제주,모든면적,2016,2,"2,268",2268.0,7484.4,모든면적
제주,전용면적 60제곱미터이하,2016,2,,,,60
제주,전용면적 60제곱미터초과 85제곱미터이하,2016,2,2260,2260.0,7458.0,60~85
제주,전용면적 85제곱미터초과 102제곱미터이하,2016,2,2583,2583.0,8523.9,85~102
제주,전용면적 102제곱미터초과,2016,2,2574,2574.0,8494.199999999999,102~
서울,모든면적,2016,3,"6,173",6173.0,20370.899999999998,모든면적
서울,전용면적 60제곱미터이하,2016,3,6550,6550.0,21615.0,60
서울,전용면적 60제곱미터초과 85제곱미터이하,2016,3,6127,6127.0,20219.1,60~85
서울,전용면적 85제곱미터초과 102제곱미터이하,2016,3,7179,7179.0,23690.699999999997,85~102
서울,전용면적 102제곱미터초과,2016,3,6371,6371.0,21024.3,102~
인천,모든면적,2016,3,"3,190",3190.0,10527.0,모든면적
인천,전용면적 60제곱미터이하,2016,3,3323,3323.0,10965.9,60
인천,전용면적 60제곱미터초과 85제곱미터이하,2016,3,3111,3111.0,10266.3,60~85
인천,전용면적 85제곱미터초과 102제곱미터이하,2016,3,3545,3545.0,11698.5,85~102
인천,전용면적 102제곱미터초과,2016,3,3408,3408.0,11246.4,102~
경기,모든면적,2016,3,"3,215",3215.0,10609.5,모든면적
경기,전용면적 60제곱미터이하,2016,3,3441,3441.0,11355.3,60
경기,전용면적 60제곱미터초과 85제곱미터이하,2016,3,3259,3259.0,10754.699999999999,60~85
경기,전용면적 85제곱미터초과 102제곱미터이하,2016,3,3363,3363.0,11097.9,85~102
경기,전용면적 102제곱미터초과,2016,3,3680,3680.0,12144.0,102~
부산,모든면적,2016,3,"3,178",3178.0,10487.4,모든면적
부산,전용면적 60제곱미터이하,2016,3,2951,2951.0,9738.3,60
부산,전용면적 60제곱미터초과 85제곱미터이하,2016,3,3102,3102.0,10236.599999999999,60~85
부산,전용면적 85제곱미터초과 102제곱미터이하,2016,3,2957,2957.0,9758.1,85~102
부산,전용면적 102제곱미터초과,2016,3,3727,3727.0,12299.099999999999,102~
대구,모든면적,2016,3,"3,119",3119.0,10292.699999999999,모든면적
대구,전용면적 60제곱미터이하,2016,3,3341,3341.0,11025.3,60
대구,전용면적 60제곱미터초과 85제곱미터이하,2016,3,3154,3154.0,10408.199999999999,60~85
대구,전용면적 85제곱미터초과 102제곱미터이하,2016,3,2539,2539.0,8378.699999999999,85~102
대구,전용면적 102제곱미터초과,2016,3,2743,2743.0,9051.9,102~
광주,모든면적,2016,3,"2,590",2590.0,8547.0,모든면적
광주,전용면적 60제곱미터이하,2016,3,2470,2470.0,8151.0,60
광주,전용면적 60제곱미터초과 85제곱미터이하,2016,3,2601,2601.0,8583.3,60~85
광주,전용면적 85제곱미터초과 102제곱미터이하,2016,3,,,,85~102
광주,전용면적 102제곱미터초과,2016,3,,,,102~
대전,모든면적,2016,3,"2,454",2454.0,8098.2,모든면적
대전,전용면적 60제곱미터이하,2016,3,2585,2585.0,8530.5,60
대전,전용면적 60제곱미터초과 85제곱미터이하,2016,3,2428,2428.0,8012.4,60~85
대전,전용면적 85제곱미터초과 102제곱미터이하,2016,3,2461,2461.0,8121.299999999999,85~102
대전,전용면적 102제곱미터초과,2016,3,,,,102~
울산,모든면적,2016,3,"3,066",3066.0,10117.8,모든면적
울산,전용면적 60제곱미터이하,2016,3,2584,2584.0,8527.199999999999,60
울산,전용면적 60제곱미터초과 85제곱미터이하,2016,3,3075,3075.0,10147.5,60~85
울산,전용면적 85제곱미터초과 102제곱미터이하,2016,3,2663,2663.0,8787.9,85~102
울산,전용면적 102제곱미터초과,2016,3,3057,3057.0,10088.1,102~
세종,모든면적,2016,3,"2,670",2670.0,8811.0,모든면적
세종,전용면적 60제곱미터이하,2016,3,2601,2601.0,8583.3,60
세종,전용면적 60제곱미터초과 85제곱미터이하,2016,3,2681,2681.0,8847.3,60~85
세종,전용면적 85제곱미터초과 102제곱미터이하,2016,3,2670,2670.0,8811.0,85~102
세종,전용면적 102제곱미터초과,2016,3,2752,2752.0,9081.6,102~
강원,모든면적,2016,3,"2,194",2194.0,7240.2,모든면적
강원,전용면적 60제곱미터이하,2016,3,2249,2249.0,7421.7,60
강원,전용면적 60제곱미터초과 85제곱미터이하,2016,3,2221,2221.0,7329.299999999999,60~85
강원,전용면적 85제곱미터초과 102제곱미터이하,2016,3,,,,85~102
강원,전용면적 102제곱미터초과,2016,3,2350,2350.0,7755.0,102~
충북,모든면적,2016,3,"1,980",1980.0,6534.0,모든면적
충북,전용면적 60제곱미터이하,2016,3,1925,1925.0,6352.5,60
충북,전용면적 60제곱미터초과 85제곱미터이하,2016,3,2021,2021.0,6669.299999999999,60~85
충북,전용면적 85제곱미터초과 102제곱미터이하,2016,3,2276,2276.0,7510.799999999999,85~102
충북,전용면적 102제곱미터초과,2016,3,2261,2261.0,7461.299999999999,102~
충남,모든면적,2016,3,"2,115",2115.0,6979.5,모든면적
충남,전용면적 60제곱미터이하,2016,3,2226,2226.0,7345.799999999999,60
충남,전용면적 60제곱미터초과 85제곱미터이하,2016,3,2114,2114.0,6976.2,60~85
충남,전용면적 85제곱미터초과 102제곱미터이하,2016,3,2541,2541.0,8385.3,85~102
충남,전용면적 102제곱미터초과,2016,3,2444,2444.0,8065.2,102~
전북,모든면적,2016,3,"1,951",1951.0,6438.299999999999,모든면적
전북,전용면적 60제곱미터이하,2016,3,1910,1910.0,6303.0,60
전북,전용면적 60제곱미터초과 85제곱미터이하,2016,3,1959,1959.0,6464.7,60~85
전북,전용면적 85제곱미터초과 102제곱미터이하,2016,3,2269,2269.0,7487.7,85~102
전북,전용면적 102제곱미터초과,2016,3,2293,2293.0,7566.9,102~
전남,모든면적,2016,3,"1,921",1921.0,6339.299999999999,모든면적
전남,전용면적 60제곱미터이하,2016,3,2002,2002.0,6606.599999999999,60
전남,전용면적 60제곱미터초과 85제곱미터이하,2016,3,1919,1919.0,6332.7,60~85
전남,전용면적 85제곱미터초과 102제곱미터이하,2016,3,2262,2262.0,7464.599999999999,85~102
전남,전용면적 102제곱미터초과,2016,3,2176,2176.0,7180.799999999999,102~
경북,모든면적,2016,3,"2,179",2179.0,7190.7,모든면적
경북,전용면적 60제곱미터이하,2016,3,2173,2173.0,7170.9,60
경북,전용면적 60제곱미터초과 85제곱미터이하,2016,3,2191,2191.0,7230.299999999999,60~85
경북,전용면적 85제곱미터초과 102제곱미터이하,2016,3,2675,2675.0,8827.5,85~102
경북,전용면적 102제곱미터초과,2016,3,2314,2314.0,7636.2,102~
경남,모든면적,2016,3,"2,383",2383.0,7863.9,모든면적
경남,전용면적 60제곱미터이하,2016,3,2366,2366.0,7807.799999999999,60
경남,전용면적 60제곱미터초과 85제곱미터이하,2016,3,2392,2392.0,7893.599999999999,60~85
경남,전용면적 85제곱미터초과 102제곱미터이하,2016,3,3053,3053.0,10074.9,85~102
경남,전용면적 102제곱미터초과,2016,3,2645,2645.0,8728.5,102~
제주,모든면적,2016,3,"2,314",2314.0,7636.2,모든면적
제주,전용면적 60제곱미터이하,2016,3,,,,60
제주,전용면적 60제곱미터초과 85제곱미터이하,2016,3,2314,2314.0,7636.2,60~85
제주,전용면적 85제곱미터초과 102제곱미터이하,2016,3,,,,85~102
제주,전용면적 102제곱미터초과,2016,3,,,,102~
서울,모든면적,2016,4,"6,241",6241.0,20595.3,모든면적
서울,전용면적 60제곱미터이하,2016,4,6618,6618.0,21839.399999999998,60
서울,전용면적 60제곱미터초과 85제곱미터이하,2016,4,6196,6196.0,20446.8,60~85
서울,전용면적 85제곱미터초과 102제곱미터이하,2016,4,8096,8096.0,26716.8,85~102
서울,전용면적 102제곱미터초과,2016,4,6353,6353.0,20964.899999999998,102~
인천,모든면적,2016,4,"3,238",3238.0,10685.4,모든면적
인천,전용면적 60제곱미터이하,2016,4,3323,3323.0,10965.9,60
인천,전용면적 60제곱미터초과 85제곱미터이하,2016,4,3147,3147.0,10385.099999999999,60~85
인천,전용면적 85제곱미터초과 102제곱미터이하,2016,4,3545,3545.0,11698.5,85~102
인천,전용면적 102제곱미터초과,2016,4,4839,4839.0,15968.699999999999,102~
경기,모든면적,2016,4,"3,199",3199.0,10556.699999999999,모든면적
경기,전용면적 60제곱미터이하,2016,4,3400,3400.0,11220.0,60
경기,전용면적 60제곱미터초과 85제곱미터이하,2016,4,3243,3243.0,10701.9,60~85
경기,전용면적 85제곱미터초과 102제곱미터이하,2016,4,3395,3395.0,11203.5,85~102
경기,전용면적 102제곱미터초과,2016,4,3611,3611.0,11916.3,102~
부산,모든면적,2016,4,"3,169",3169.0,10457.699999999999,모든면적
부산,전용면적 60제곱미터이하,2016,4,2973,2973.0,9810.9,60
부산,전용면적 60제곱미터초과 85제곱미터이하,2016,4,3087,3087.0,10187.099999999999,60~85
부산,전용면적 85제곱미터초과 102제곱미터이하,2016,4,2930,2930.0,9669.0,85~102
부산,전용면적 102제곱미터초과,2016,4,3727,3727.0,12299.099999999999,102~
대구,모든면적,2016,4,"3,132",3132.0,10335.599999999999,모든면적
대구,전용면적 60제곱미터이하,2016,4,3341,3341.0,11025.3,60
대구,전용면적 60제곱미터초과 85제곱미터이하,2016,4,3168,3168.0,10454.4,60~85
대구,전용면적 85제곱미터초과 102제곱미터이하,2016,4,2539,2539.0,8378.699999999999,85~102
대구,전용면적 102제곱미터초과,2016,4,2743,2743.0,9051.9,102~
광주,모든면적,2016,4,"2,700",2700.0,8910.0,모든면적
광주,전용면적 60제곱미터이하,2016,4,2600,2600.0,8580.0,60
광주,전용면적 60제곱미터초과 85제곱미터이하,2016,4,2696,2696.0,8896.8,60~85
광주,전용면적 85제곱미터초과 102제곱미터이하,2016,4,2754,2754.0,9088.199999999999,85~102
광주,전용면적 102제곱미터초과,2016,4,3518,3518.0,11609.4,102~
대전,모든면적,2016,4,"2,449",2449.0,8081.7,모든면적
대전,전용면적 60제곱미터이하,2016,4,2529,2529.0,8345.699999999999,60
대전,전용면적 60제곱미터초과 85제곱미터이하,2016,4,2425,2425.0,8002.5,60~85
